user_id,product_type_id,isbn13,name,author,author_details,book_edition,cat_id,price,discount,delivery_charge,quantity,no_of_pages,weight,book_language,image,publisher,publishing_year,publishing_role_id,currency_code,country_code,description,book_binding,status,slug,created_at
15,1,9780198788478,Fitness To Plead:International & Comparative Perspectives Omclj Cloth,"Mackay,Brookbanks",N/A,12-07-18,93,6746,20,,10,368,680g,English,9780198788478.jpg,OUP Oxford ,12-07-18,2012,INR,IND,,Hardcover,1,fitness-to-pleadinternational-comparative-perspectives-omclj-cloth,2021-12-19 17:15:10
15,1,9780198788652,Molecular Biology 3E,Craig Et Al,N/A,06-11-20,113,5537,25,,10,912,1kg 980g,English,9780198788652.jpg,OUP Oxford ,06-11-20,2012,INR,IND,,Paperback,1,molecular-biology-3e,2021-12-19 17:15:10
15,1,9780198788775,Coercion And Responsibility In Islam,"Syed,Mairaj",N/A,17-11-16,93,7854,20,,10,288,590g,English,9780198788775.jpg,OUP Oxford ,17-11-16,2012,INR,IND,,Hardcover,1,coercion-and-responsibility-in-islam,2021-12-19 17:15:10
15,1,9780198788966,International Adjudication On Trial,Shlomo Agon,N/A,12-09-19,93,8055,20,,10,368,710g,English,9780198788966.jpg,OUP Oxford ,12-09-19,2012,INR,IND,,Hardcover,1,international-adjudication-on-trial,2021-12-19 17:15:10
15,1,9780198789215,Symmetry In Crystallography,Paolo Radaelli,N/A,23-06-16,93,3372,20,,10,142,280g,English,9780198789215.jpg,OUP Oxford ,23-06-16,2012,INR,IND,,Paperback,1,symmetry-in-crystallography,2021-12-19 17:15:10
15,1,9780198789239,An Introduction To Non-Perturbative Foundations Of Quantum Field Theory,"Strocchi, Franco",N/A,11-08-16,93,3674,20,,10,270,230g,English,9780198789239.jpg,OUP Oxford ,11-08-16,2012,INR,IND,,Paperback,1,an-introduction-to-non-perturbative-foundations-of-quantum-field-theory,2021-12-19 17:15:10
15,1,9780198789321,Exceptions & Defences Internat Law C,"Bartles,Paddeu",N/A,14-07-20,93,9566,20,,10,432,922g,English,9780198789321.jpg,OUP Oxford ,14-07-20,2012,INR,IND,,Hardcover,1,exceptions-defences-internat-law-c,2021-12-19 17:15:10
15,1,9780198791393,Practitioners Guide To Human Rights Law In Armed Conflict Cloth,Murray,N/A,10-11-16,93,12083,20,,10,400,838g,English,9780198791393.jpg,OUP Oxford ,10-11-16,2012,INR,IND,,Hardcover,1,practitioners-guide-to-human-rights-law-in-armed-conflict-cloth,2021-12-19 17:15:10
15,1,9780198792314,Principles Of Contractual Interpretation,Calnan,N/A,02-03-17,93,4933,20,,10,258,386g,English,9780198792314.jpg,OUP Oxford ,02-03-17,2012,INR,IND,,Paperback,1,principles-of-contractual-interpretation,2021-12-19 17:15:10
15,1,9780198793212,Institutional Investors In Global Markets C,"Clark,Monk",N/A,25-05-17,93,6142,25,,10,276,530g,English,9780198793212.jpg,OUP Oxford ,25-05-17,2012,INR,IND,,Hardcover,1,institutional-investors-in-global-markets-c,2021-12-19 17:15:10
15,1,9780198793410,Gleeson On The International Regulation Of Banking 3E Cloth,Gleeson,N/A,06-09-18,93,25173,20,,10,576,1kg 170g,English,9780198793410.jpg,OUP Oxford ,06-09-18,2012,INR,IND,,Hardcover,1,gleeson-on-the-international-regulation-of-banking-3e-cloth,2021-12-19 17:15:10
15,1,9780198794226,Criminal Law P,"Dubber, Hornle",N/A,04-08-16,93,4983,20,,10,720,1kg 180g,English,9780198794226.jpg,OUP Oxford ,04-08-16,2012,INR,IND,,Paperback,1,criminal-law-p,2021-12-19 17:15:10
15,1,9780198794851,Nmr Spectroscop Inorg Chem 2E Ocp,"Iggo,Luzyanin",N/A,15-11-18,113,2315,20,,10,136,240g,English,9780198794851.jpg,OUP Oxford ,15-11-18,2012,INR,IND,,Paperback,1,nmr-spectroscop-inorg-chem-2e-ocp,2021-12-19 17:15:10
15,1,9780198795827,Law Of Trusts 11E Cts Paper,Penner,N/A,17-04-19,93,3825,20,,10,520,788g,English,9780198795827.jpg,OUP Oxford ,17-04-19,2012,INR,IND,,Paperback,1,law-of-trusts-11e-cts-paper,2021-12-19 17:15:10
15,1,9780198796015,International Refugee Law And The Protection Of Stateless Persons,"Foster,Lambert",N/A,11-04-19,93,7854,20,,10,282,594g,English,9780198796015.jpg,OUP Oxford ,11-04-19,2012,INR,IND,,Hardcover,1,international-refugee-law-and-the-protection-of-stateless-persons,2021-12-19 17:15:10
15,1,9780198796602,Being A Judge In The Modern World P,Edited By Jeremy Cooper,N/A,09-03-17,93,3070,20,,10,240,298g,English,9780198796602.jpg,OUP Oxford ,09-03-17,2012,INR,IND,,Paperback,1,being-a-judge-in-the-modern-world-p,2021-12-19 17:15:10
15,1,9780198797517,Insect Behavior P,Cordoba-Aguilar,N/A,16-08-18,93,4228,20,,10,416,900g,English,9780198797517.jpg,OUP Oxford ,16-08-18,2012,INR,IND,,Paperback,1,insect-behavior-p,2021-12-19 17:15:10
